id,datetime,visitor_id,revenue,device_type,device_name
28,2019-09-26 00:00:00,6224970231388,764.2974433333836,3,Mobile Phone
29,2019-09-06 00:00:00,86017690185412,761.6973317859123,2,Tablet
30,2019-09-05 00:00:00,30526682294845,124.58779921036025,2,Tablet
31,2019-10-10 00:00:00,52164460431246,730.8992412609638,2,Tablet
32,2019-09-12 00:00:00,2086917030708,519.4360533711985,1,Desktop
33,2019-10-13 00:00:00,55711069540774,276.1697738531944,2,Tablet
34,2019-08-07 00:00:00,69512920708889,161.38927760440103,4,Unknown
35,2019-09-22 00:00:00,81079023380836,217.29218169181306,2,Tablet
36,2019-10-15 00:00:00,43129968770844,903.9940787921128,2,Tablet
37,2019-10-09 00:00:00,3979029989679,481.2938915754198,3,Mobile Phone
38,2019-08-11 00:00:00,25662618227295,246.39212777097507,2,Tablet
39,2019-10-02 00:00:00,84878295639931,930.0074967698654,2,Tablet
40,2019-08-13 00:00:00,96481967263931,476.48545403216326,3,Mobile Phone
41,2019-09-01 00:00:00,5912788198719,4.663653402994439,1,Desktop
42,2019-08-14 00:00:00,56713558605689,755.6429642955217,4,Unknown
43,2019-08-11 00:00:00,32541817151812,304.2158543238088,1,Desktop
44,2019-11-01 00:00:00,15363719371717,458.6501707162216,4,Unknown
45,2019-09-14 00:00:00,47447038460279,898.5142859010808,1,Desktop
46,2019-09-07 00:00:00,98093108644448,512.4880614942736,4,Unknown
47,2019-08-19 00:00:00,60505299592873,913.641257864884,4,Unknown
48,2019-09-22 00:00:00,18151304632325,861.2875066926372,4,Unknown
49,2019-10-31 00:00:00,49179450419439,595.868543096989,2,Tablet
50,2019-08-30 00:00:00,98117926509986,590.6047130318997,1,Desktop
51,2019-09-17 00:00:00,65247762491065,888.0673065230127,3,Mobile Phone
52,2019-08-12 00:00:00,54278578539092,397.3668913598596,3,Mobile Phone
53,2019-08-12 00:00:00,4174132061868,50.51355885435216,3,Mobile Phone
54,2019-09-07 00:00:00,39041927718356,404.5041998932482,4,Unknown
55,2019-08-23 00:00:00,49834338770012,227.69954863138088,4,Unknown
56,2019-08-06 00:00:00,83705422749370,232.01500293376338,3,Mobile Phone
57,2019-10-20 00:00:00,97378615648630,386.2287187319442,2,Tablet
58,2019-10-12 00:00:00,51770556649116,482.1465790543709,1,Desktop
59,2019-10-22 00:00:00,62376855740939,552.2018822851214,1,Desktop
60,2019-10-31 00:00:00,63263969223132,874.5510884156471,1,Desktop
61,2019-10-11 00:00:00,15844317367520,790.2778199563103,3,Mobile Phone
62,2019-09-06 00:00:00,96183215176895,262.864330926103,2,Tablet
63,2019-09-12 00:00:00,41359763290548,769.0414644511458,4,Unknown
64,2019-10-23 00:00:00,26405162744862,417.4712048096645,1,Desktop
65,2019-10-16 00:00:00,70337502894181,726.2980418399463,4,Unknown
66,2019-10-21 00:00:00,41216233649883,738.5389668012751,2,Tablet
67,2019-08-23 00:00:00,4876869989137,99.4462126634902,1,Desktop
68,2019-11-02 00:00:00,17420819132113,722.7754916486083,2,Tablet
69,2019-09-16 00:00:00,71533889310724,610.2565518255184,1,Desktop
70,2019-09-21 00:00:00,69063018278676,686.6458710463751,2,Tablet
71,2019-08-06 00:00:00,26405162744862,606.9626503876449,3,Mobile Phone
72,2019-09-29 00:00:00,72306775690261,277.35588859848053,1,Desktop
73,2019-10-01 00:00:00,55748762270042,99.66408749824762,2,Tablet
74,2019-08-19 00:00:00,55129633864856,961.3012778346547,4,Unknown
75,2019-08-27 00:00:00,71555221033864,525.104487596254,3,Mobile Phone
76,2019-10-30 00:00:00,5371803120594,90.07026478668867,3,Mobile Phone
77,2019-10-08 00:00:00,89169928347381,533.9529839312764,4,Unknown
78,2019-09-09 00:00:00,98338420914387,432.5505196323902,2,Tablet
79,2019-10-22 00:00:00,62306243600469,177.2828953973299,2,Tablet
80,2019-10-26 00:00:00,20627283282981,51.314363529234534,4,Unknown
81,2019-08-07 00:00:00,52720509537266,724.1033461263117,3,Mobile Phone
82,2019-10-08 00:00:00,18631966576892,177.06227689482856,1,Desktop
83,2019-08-11 00:00:00,83816064792318,386.8632256182441,4,Unknown
84,2019-09-25 00:00:00,51299022059247,319.5756714137218,4,Unknown
85,2019-09-23 00:00:00,90406081566701,426.79198119844597,1,Desktop
86,2019-10-18 00:00:00,65998840166045,925.7622628416251,2,Tablet
87,2019-10-04 00:00:00,64865075758500,323.80377745888944,3,Mobile Phone
88,2019-09-08 00:00:00,71971062719432,208.0606152371487,3,Mobile Phone
89,2019-09-16 00:00:00,47093250236633,193.2892292556168,4,Unknown
90,2019-09-12 00:00:00,80898667393819,742.5210860391591,3,Mobile Phone
91,2019-09-03 00:00:00,22505388009858,9.8298020316967,1,Desktop
92,2019-10-04 00:00:00,38716489905123,26.407977736286675,1,Desktop
93,2019-10-18 00:00:00,53802011890484,325.48074843536864,1,Desktop
94,2019-09-30 00:00:00,21908695782659,527.8048959652774,2,Tablet
95,2019-10-08 00:00:00,90056560307925,847.4811047493898,4,Unknown
96,2019-08-14 00:00:00,53508804122862,774.8024971201877,4,Unknown
97,2019-10-03 00:00:00,16049318864052,395.70417178683266,2,Tablet
98,2019-09-11 00:00:00,57304043501325,881.1127121700508,2,Tablet
99,2019-10-18 00:00:00,48585243503879,201.0222284915636,1,Desktop
100,2019-08-15 00:00:00,91535585891862,167.90394983444034,2,Tablet
101,2019-10-01 00:00:00,9281408126544,440.3861057627318,1,Desktop
102,2019-10-23 00:00:00,66936803455365,476.5909413116535,4,Unknown
103,2019-09-13 00:00:00,3620244770672,360.1141193045653,2,Tablet
104,2019-09-06 00:00:00,24415201533027,737.5580395074995,4,Unknown
105,2019-08-10 00:00:00,16017849869680,342.34286343664263,1,Desktop
106,2019-09-11 00:00:00,16788677621254,227.2856742072834,4,Unknown
107,2019-08-28 00:00:00,97387717610795,757.7666189788608,4,Unknown
108,2019-08-19 00:00:00,80913862475882,740.2010371177074,1,Desktop
109,2019-10-10 00:00:00,4018486171538,550.3668678663151,1,Desktop
110,2019-08-07 00:00:00,33554454888315,774.7506304189563,4,Unknown
111,2019-09-10 00:00:00,92135875173920,148.29306161889357,4,Unknown
112,2019-09-02 00:00:00,14434468476221,733.5918685604956,3,Mobile Phone
113,2019-08-06 00:00:00,73892145464552,906.58166054378,3,Mobile Phone
114,2019-11-02 00:00:00,26065535427631,675.5907958576482,3,Mobile Phone
115,2019-10-03 00:00:00,20104247976544,67.30597345254496,2,Tablet
116,2019-09-30 00:00:00,11071240449757,83.90026448318643,1,Desktop
117,2019-10-26 00:00:00,34402063431352,191.52628196520908,3,Mobile Phone
118,2019-10-22 00:00:00,87979838607055,203.7201970478244,3,Mobile Phone
119,2019-08-30 00:00:00,24371325021137,952.4009263159147,1,Desktop
120,2019-09-09 00:00:00,94923739193007,547.4992028280725,3,Mobile Phone
121,2019-10-20 00:00:00,2144985475998,114.90844524317042,3,Mobile Phone
122,2019-10-15 00:00:00,32230429966306,44.351728023728676,4,Unknown
123,2019-08-26 00:00:00,70302616411659,995.1929887427933,1,Desktop
124,2019-08-19 00:00:00,33473130421512,77.67858094790392,1,Desktop
125,2019-08-24 00:00:00,30242889444581,392.9567161798858,3,Mobile Phone
126,2019-09-24 00:00:00,62547685303839,457.49856662500036,4,Unknown
127,2019-08-24 00:00:00,29739454337412,518.4437385590223,2,Tablet
128,2019-09-14 00:00:00,58342887421824,362.18283551527384,2,Tablet
129,2019-08-22 00:00:00,57711266526931,874.0682176334367,4,Unknown
130,2019-08-28 00:00:00,58711966291507,696.3694044106936,3,Mobile Phone
131,2019-09-17 00:00:00,98020091458039,220.85853951311898,4,Unknown
132,2019-08-15 00:00:00,2404178036246,698.0733867910803,3,Mobile Phone
133,2019-09-01 00:00:00,63200906034394,877.6914900443437,3,Mobile Phone
134,2019-09-26 00:00:00,76263612485018,951.6492138333948,2,Tablet
135,2019-09-11 00:00:00,79057738218250,30.46768366764185,2,Tablet
136,2019-10-15 00:00:00,74811486670216,427.4870604309211,4,Unknown
137,2019-10-25 00:00:00,39968721847105,230.8210247178509,4,Unknown
138,2019-08-13 00:00:00,57768575774419,1.1200218744393808,4,Unknown
139,2019-09-10 00:00:00,46626363688036,47.533756469508745,4,Unknown
140,2019-08-15 00:00:00,26379414989804,154.59792997616628,1,Desktop
141,2019-09-13 00:00:00,86373249798687,920.4733476761406,2,Tablet
142,2019-09-28 00:00:00,73041876226907,335.1686386330121,4,Unknown
143,2019-10-19 00:00:00,82937968309427,455.8898017595869,3,Mobile Phone
144,2019-10-20 00:00:00,31874138200182,568.2787123770373,4,Unknown
145,2019-08-22 00:00:00,8746901373044,22.114241856086906,2,Tablet
146,2019-09-09 00:00:00,32766694536511,277.1474468435704,3,Mobile Phone
147,2019-08-11 00:00:00,53380026029283,255.70132765924998,3,Mobile Phone
148,2019-08-17 00:00:00,64694086206474,305.08907570513094,4,Unknown
149,2019-09-17 00:00:00,78033327432238,364.2738158552279,1,Desktop
150,2019-08-07 00:00:00,61596726268355,621.8127842921425,4,Unknown
151,2019-09-22 00:00:00,696471322797,227.70263543443676,2,Tablet
152,2019-10-18 00:00:00,17074544653216,818.1719982498463,1,Desktop
153,2019-10-26 00:00:00,46867499719996,764.5475241553987,1,Desktop
154,2019-10-27 00:00:00,72515262185313,545.1941239518696,2,Tablet
155,2019-08-06 00:00:00,29338400618673,219.0874313630933,1,Desktop
156,2019-11-01 00:00:00,58384091037630,831.6084872866,4,Unknown
157,2019-10-22 00:00:00,75044192427365,200.82844758259841,3,Mobile Phone
158,2019-10-19 00:00:00,82022647357682,798.5496585430499,4,Unknown
159,2019-08-11 00:00:00,72714931690865,790.3244262631042,1,Desktop
160,2019-10-24 00:00:00,99094913875672,328.5751311036331,1,Desktop
161,2019-10-11 00:00:00,48838228682393,598.8880431861415,3,Mobile Phone
162,2019-10-21 00:00:00,12832092260284,88.11955971393304,1,Desktop
163,2019-09-20 00:00:00,28393368948826,170.90166365750758,2,Tablet
164,2019-08-30 00:00:00,45281151514884,509.8858831826274,4,Unknown
165,2019-08-06 00:00:00,18806762222218,692.4546861172231,4,Unknown
166,2019-11-03 00:00:00,48133977535357,668.1798244008453,1,Desktop
167,2019-09-14 00:00:00,86291335955461,482.7326898641917,1,Desktop
168,2019-10-03 00:00:00,10441179245759,677.6451555657146,4,Unknown
169,2019-09-07 00:00:00,86202254902906,145.58451956294806,2,Tablet
170,2019-09-13 00:00:00,6397692115309,686.9730424748501,2,Tablet
171,2019-10-09 00:00:00,49451679619828,914.7820070562607,4,Unknown
172,2019-11-03 00:00:00,85329349401224,33.37544745702524,2,Tablet
173,2019-11-03 00:00:00,11478239028512,902.3830407135778,4,Unknown
174,2019-09-10 00:00:00,79540047544052,388.1812226323087,4,Unknown
175,2019-10-24 00:00:00,25249238738718,308.4458044647446,3,Mobile Phone
176,2019-09-28 00:00:00,92028604144104,104.27832219138008,1,Desktop
177,2019-10-08 00:00:00,38469549974220,207.94012094692792,2,Tablet
178,2019-09-20 00:00:00,31147233899056,33.086263079645015,2,Tablet
179,2019-10-13 00:00:00,72166646925123,353.18747305138174,1,Desktop
180,2019-10-29 00:00:00,20822310027153,377.7011979204568,4,Unknown
181,2019-08-29 00:00:00,17015371063415,804.4848941751395,4,Unknown
182,2019-09-28 00:00:00,84610345702327,178.85992713384258,3,Mobile Phone
183,2019-09-05 00:00:00,98414938682825,200.07097490708787,4,Unknown
184,2019-10-23 00:00:00,63166487186959,669.5705330209267,2,Tablet
185,2019-08-28 00:00:00,78621644312950,28.518443669685478,3,Mobile Phone
186,2019-10-25 00:00:00,2521639348317,843.2566936791641,4,Unknown
187,2019-10-02 00:00:00,37199673053588,570.7994216538713,1,Desktop
188,2019-08-26 00:00:00,77897436341417,625.0987066257139,1,Desktop
189,2019-08-24 00:00:00,82720402786607,221.0718688958421,3,Mobile Phone
190,2019-10-08 00:00:00,61217730502305,571.5308680855829,1,Desktop
191,2019-10-13 00:00:00,15349552823277,844.8526583303403,3,Mobile Phone
192,2019-10-29 00:00:00,83156790900938,350.9514034000469,2,Tablet
193,2019-10-16 00:00:00,81429640855024,614.5823831418946,3,Mobile Phone
194,2019-09-01 00:00:00,26726126683197,640.973709026659,1,Desktop
195,2019-08-21 00:00:00,67272237547020,834.2659905291472,1,Desktop
196,2019-08-27 00:00:00,57272798494141,770.9188931683283,3,Mobile Phone
197,2019-09-07 00:00:00,37634138685633,304.2155603292903,2,Tablet
198,2019-08-22 00:00:00,65668315736227,755.3660906009377,2,Tablet
199,2019-08-09 00:00:00,77625437166605,950.2198637804228,1,Desktop
200,2019-10-28 00:00:00,37532206428843,423.39177317248345,3,Mobile Phone
201,2019-09-15 00:00:00,17556095599792,495.2836855985825,4,Unknown
202,2019-09-14 00:00:00,32601703238920,762.7151831611125,4,Unknown
203,2019-08-12 00:00:00,8211386250130,394.102158036784,3,Mobile Phone
204,2019-10-23 00:00:00,18382673212693,775.7514295822654,1,Desktop
205,2019-09-01 00:00:00,22399115224220,829.4796612422302,1,Desktop
206,2019-10-05 00:00:00,38712799665538,647.5382892471544,4,Unknown
207,2019-10-26 00:00:00,93507204971755,404.5801702057373,3,Mobile Phone
208,2019-10-21 00:00:00,7382127522277,717.5862322447763,1,Desktop
209,2019-09-20 00:00:00,10698522990654,215.81655225931573,4,Unknown
210,2019-08-11 00:00:00,68338791853544,508.59112204930466,4,Unknown
211,2019-08-08 00:00:00,90315681642134,462.5230715407533,1,Desktop
212,2019-09-20 00:00:00,55768570081962,520.378812182469,3,Mobile Phone
213,2019-09-28 00:00:00,2507880091335,143.07755286036283,4,Unknown
214,2019-09-19 00:00:00,35353957232995,712.9189674364819,4,Unknown
215,2019-10-01 00:00:00,93685526993860,15.108157806666524,4,Unknown
216,2019-10-09 00:00:00,40278915353239,768.2180835917447,4,Unknown
217,2019-08-16 00:00:00,87409142901766,845.2931665184642,2,Tablet
218,2019-09-13 00:00:00,37532206428843,441.29365214802186,4,Unknown
219,2019-09-03 00:00:00,2086917030708,879.1581484491965,1,Desktop
220,2019-10-29 00:00:00,64847350491582,957.2442351014216,4,Unknown
221,2019-10-22 00:00:00,12112217177864,233.5372411903136,4,Unknown
222,2019-10-03 00:00:00,15879709360611,839.1826000560934,1,Desktop
223,2019-10-17 00:00:00,1988258251896,220.5427627769162,2,Tablet
224,2019-10-05 00:00:00,49586564372940,575.9286926827613,3,Mobile Phone
225,2019-09-08 00:00:00,50858910942896,6.796229488811653,3,Mobile Phone
226,2019-09-07 00:00:00,59210507405112,93.42059773480624,3,Mobile Phone
227,2019-08-29 00:00:00,84614719586455,204.3112124049078,1,Desktop
228,2019-10-06 00:00:00,19687282188823,879.9359398575128,2,Tablet
229,2019-10-23 00:00:00,53067635695797,582.0431196032392,2,Tablet
230,2019-09-12 00:00:00,19687282188823,470.3470494838613,3,Mobile Phone
231,2019-08-07 00:00:00,4058704125570,184.7181526174291,1,Desktop
232,2019-10-30 00:00:00,95197492184610,430.436489089549,4,Unknown
233,2019-09-22 00:00:00,76304454656332,213.84659182455707,3,Mobile Phone
234,2019-08-28 00:00:00,38255290592927,567.560571589132,2,Tablet
235,2019-10-11 00:00:00,10827646079247,890.7625723398485,1,Desktop
236,2019-09-22 00:00:00,90765096333427,472.4570913834883,4,Unknown
237,2019-10-05 00:00:00,13338811947619,835.1257383083588,1,Desktop
238,2019-08-17 00:00:00,31381868671164,615.1802261038812,4,Unknown
239,2019-10-03 00:00:00,36167575509560,487.28242001933273,3,Mobile Phone
240,2019-09-14 00:00:00,27567058713509,399.0510194120031,4,Unknown
241,2019-08-29 00:00:00,66936803455365,870.1812795713859,3,Mobile Phone
242,2019-10-15 00:00:00,98198722289603,681.8768275023998,3,Mobile Phone
243,2019-10-01 00:00:00,58289270550674,532.8749211374022,4,Unknown
244,2019-08-20 00:00:00,14497740870073,233.86302492724533,4,Unknown
245,2019-08-31 00:00:00,17712536102649,501.180181320372,4,Unknown
246,2019-08-26 00:00:00,95237120994766,787.0544562859716,2,Tablet
247,2019-09-23 00:00:00,21443715510070,703.0152562976642,2,Tablet
248,2019-09-06 00:00:00,65457803850577,891.6426532360164,2,Tablet
249,2019-08-19 00:00:00,8119136818471,641.7462684270332,2,Tablet
250,2019-09-29 00:00:00,50853147901423,264.5799931231293,2,Tablet
251,2019-10-10 00:00:00,91931974797392,605.0853497675947,3,Mobile Phone
252,2019-10-02 00:00:00,83577995191748,549.9551188599022,3,Mobile Phone
253,2019-10-04 00:00:00,13211367900270,887.0438829101384,3,Mobile Phone
254,2019-08-21 00:00:00,40692451581985,427.37035730854456,1,Desktop
255,2019-10-22 00:00:00,27930497600262,426.7467469279518,2,Tablet
256,2019-09-20 00:00:00,99126830143165,302.69866788792467,3,Mobile Phone
257,2019-10-01 00:00:00,80065136783836,767.6256180036801,1,Desktop
258,2019-10-03 00:00:00,52376183538822,465.0219820456587,1,Desktop
259,2019-10-20 00:00:00,2666045211699,53.3044535889148,2,Tablet
260,2019-09-15 00:00:00,35601601087149,497.3707378539185,3,Mobile Phone
261,2019-10-08 00:00:00,25662618227295,352.08998565502066,3,Mobile Phone
262,2019-08-30 00:00:00,59506003137877,694.2853631852031,1,Desktop
263,2019-08-26 00:00:00,35174727331619,829.1924006256908,2,Tablet
264,2019-09-07 00:00:00,2339074478104,699.4232976631291,1,Desktop
265,2019-09-26 00:00:00,14262500170292,812.0620586289549,4,Unknown
266,2019-08-29 00:00:00,60844228528810,831.0246421949646,4,Unknown
267,2019-09-03 00:00:00,55799729262919,128.03430193777876,3,Mobile Phone
268,2019-10-10 00:00:00,46735096856415,53.609135080549756,4,Unknown
269,2019-10-03 00:00:00,95078718581654,173.6045955270029,4,Unknown
270,2019-08-10 00:00:00,71609081202171,882.9710744919706,4,Unknown
271,2019-08-31 00:00:00,44944277658386,627.6075851393932,1,Desktop
272,2019-10-18 00:00:00,2404178036246,200.39720225483157,1,Desktop
273,2019-08-18 00:00:00,96667340588795,533.0187687493528,1,Desktop
274,2019-09-13 00:00:00,88367278839508,161.01455109411887,1,Desktop
275,2019-08-19 00:00:00,10674636295267,825.866555186765,3,Mobile Phone
276,2019-10-02 00:00:00,60723483660888,528.8177496704465,1,Desktop
277,2019-10-17 00:00:00,20036311839020,204.2612637322936,3,Mobile Phone
278,2019-11-01 00:00:00,54025513931879,455.57982062506994,1,Desktop
279,2019-09-17 00:00:00,56506946116975,584.5699212901529,2,Tablet
280,2019-11-02 00:00:00,97918556949769,126.09817740722448,1,Desktop
281,2019-08-16 00:00:00,46073391748758,692.5378306398508,2,Tablet
282,2019-10-21 00:00:00,13288310009225,569.5146054938855,2,Tablet
283,2019-09-22 00:00:00,11346661602529,45.682420143264636,1,Desktop
284,2019-09-01 00:00:00,8181768934502,64.32332213083849,2,Tablet
285,2019-10-21 00:00:00,73293765302634,629.3451592121863,3,Mobile Phone
286,2019-08-07 00:00:00,29456898890357,343.7144235614772,4,Unknown
287,2019-10-28 00:00:00,13254512462375,469.65908759980385,2,Tablet
288,2019-09-26 00:00:00,53037315548969,18.603703556951288,2,Tablet
289,2019-09-08 00:00:00,35868083522548,560.7383201160735,1,Desktop
290,2019-09-03 00:00:00,54686232484756,976.0934078014633,4,Unknown
291,2019-09-09 00:00:00,5229891965018,848.1206677688283,2,Tablet
292,2019-08-15 00:00:00,21581068597227,810.2285870710423,3,Mobile Phone
293,2019-08-28 00:00:00,84725499961911,654.0698783285246,3,Mobile Phone
294,2019-10-10 00:00:00,25793115747188,458.2402195226783,2,Tablet
295,2019-10-12 00:00:00,12770198341288,237.3057062627597,4,Unknown
296,2019-08-27 00:00:00,62460955269333,537.5684176266911,1,Desktop
297,2019-10-15 00:00:00,66493906025687,713.4751709941794,4,Unknown
298,2019-10-19 00:00:00,35254955759386,738.9028118577709,2,Tablet
299,2019-09-18 00:00:00,59238814497747,907.4684312090544,2,Tablet
300,2019-10-05 00:00:00,6650846820916,495.7240883220669,4,Unknown
301,2019-08-21 00:00:00,45546484045065,526.9481026351758,1,Desktop
302,2019-09-21 00:00:00,81673733125078,159.7676105913974,2,Tablet
303,2019-08-07 00:00:00,811945222094,490.4754029567498,3,Mobile Phone
304,2019-08-26 00:00:00,62055983495027,520.1512449898537,2,Tablet
305,2019-08-31 00:00:00,66981520617716,218.4063155621696,3,Mobile Phone
306,2019-08-16 00:00:00,28393368948826,975.429265254044,4,Unknown
307,2019-10-07 00:00:00,18959853076729,872.0166240199643,3,Mobile Phone
308,2019-10-06 00:00:00,98387289449951,398.4105125378665,3,Mobile Phone
309,2019-08-26 00:00:00,76110568798871,530.3297710296301,3,Mobile Phone
310,2019-09-18 00:00:00,22879843507858,584.6276155282178,1,Desktop
311,2019-08-24 00:00:00,38059726764377,327.25132888462844,4,Unknown
312,2019-08-06 00:00:00,95544654123292,472.36123406825936,3,Mobile Phone
313,2019-08-16 00:00:00,96883769273574,259.7242289117666,2,Tablet
314,2019-09-25 00:00:00,62556923106807,620.4736480815898,4,Unknown
315,2019-09-11 00:00:00,97050951631857,802.1208807043649,2,Tablet
316,2019-09-22 00:00:00,28791890098995,21.294590834273667,1,Desktop
317,2019-10-04 00:00:00,42470263856138,992.6858482897353,4,Unknown
318,2019-09-25 00:00:00,10491952450672,886.6302081398613,3,Mobile Phone
319,2019-08-19 00:00:00,92862483328878,396.0495436992604,2,Tablet
320,2019-08-17 00:00:00,89383413204380,829.3622115409511,2,Tablet
321,2019-08-26 00:00:00,65004257238368,394.88848714652624,2,Tablet
322,2019-10-17 00:00:00,75118531672639,438.2457694484369,1,Desktop
323,2019-10-18 00:00:00,42616538380651,440.93856979455865,3,Mobile Phone
324,2019-10-17 00:00:00,37252412149199,148.65763092010462,2,Tablet
325,2019-10-12 00:00:00,62146801940663,130.48988994490165,2,Tablet
326,2019-10-03 00:00:00,17758634549650,593.7532728571158,2,Tablet
327,2019-09-08 00:00:00,56513401642207,72.27678529520401,4,Unknown
328,2019-10-27 00:00:00,41359763290548,807.4992853917204,4,Unknown
329,2019-10-17 00:00:00,65438226566028,751.154444307288,2,Tablet
330,2019-10-23 00:00:00,72048741030221,343.3934391412436,1,Desktop
331,2019-09-16 00:00:00,63379528476523,850.3623810132681,4,Unknown
332,2019-09-02 00:00:00,82495538111240,904.3162218549083,2,Tablet
333,2019-09-01 00:00:00,70208224506060,578.7176976554277,1,Desktop
334,2019-09-25 00:00:00,97484631123613,338.1702802075584,4,Unknown
335,2019-10-02 00:00:00,19781994955287,532.7309567310144,2,Tablet
336,2019-09-05 00:00:00,21426907304644,601.0656615575704,4,Unknown
337,2019-09-04 00:00:00,9506441220753,57.585609218959945,1,Desktop
338,2019-10-22 00:00:00,36233404283876,953.9918683932652,1,Desktop
339,2019-08-22 00:00:00,16644459031305,182.60679109101875,1,Desktop
340,2019-09-21 00:00:00,9717736031844,610.2407220897028,4,Unknown
341,2019-10-16 00:00:00,48518617231976,626.2839236066297,1,Desktop
342,2019-10-19 00:00:00,27394093850491,496.7586532999469,1,Desktop
343,2019-08-20 00:00:00,71523398635143,444.7109518298935,4,Unknown
344,2019-10-19 00:00:00,33554454888315,298.56220410406587,4,Unknown
345,2019-09-04 00:00:00,65004257238368,507.90992298752576,2,Tablet
346,2019-10-28 00:00:00,34095578469395,460.2994073224252,2,Tablet
347,2019-10-22 00:00:00,3834222619038,116.4851534928815,2,Tablet
348,2019-08-18 00:00:00,68488525727247,733.1459575258336,1,Desktop
349,2019-08-20 00:00:00,58040322695919,465.2486108931752,2,Tablet
350,2019-08-14 00:00:00,63759226206117,840.0349138477008,3,Mobile Phone
351,2019-09-27 00:00:00,75384348881430,210.05103267531842,4,Unknown
352,2019-09-20 00:00:00,91597615095488,564.8378465150217,2,Tablet
353,2019-08-19 00:00:00,76956575269751,141.5301248841766,3,Mobile Phone
354,2019-08-06 00:00:00,77119251441412,312.5078644872491,4,Unknown
355,2019-10-16 00:00:00,2144985475998,650.1118804900401,1,Desktop
356,2019-08-11 00:00:00,47283822084497,529.3609569868296,1,Desktop
357,2019-09-07 00:00:00,57370495041967,808.2468615305777,2,Tablet
358,2019-08-23 00:00:00,6386380465407,199.0481839391784,3,Mobile Phone
359,2019-08-29 00:00:00,70540833279484,271.73917393974847,3,Mobile Phone
360,2019-09-04 00:00:00,29937006135175,366.8384234550914,1,Desktop
361,2019-10-10 00:00:00,98020091458039,41.25887739490853,3,Mobile Phone
362,2019-09-07 00:00:00,41942363678570,673.798461544199,4,Unknown
363,2019-09-14 00:00:00,56705892581513,329.50645961802013,3,Mobile Phone
364,2019-10-06 00:00:00,72252710728166,623.141099802951,1,Desktop
365,2019-10-25 00:00:00,22749068977717,764.8568384053173,3,Mobile Phone
366,2019-10-14 00:00:00,94057593648094,809.8329475575121,4,Unknown
367,2019-09-03 00:00:00,31715192293634,980.2092996492372,4,Unknown
368,2019-08-30 00:00:00,11144732554646,600.1823625552107,2,Tablet
369,2019-08-06 00:00:00,55739889810136,239.95093245887088,2,Tablet
370,2019-09-26 00:00:00,39895860787460,580.3126811868262,4,Unknown
371,2019-09-16 00:00:00,48400124929630,663.4081417964634,4,Unknown
372,2019-08-26 00:00:00,51103039763707,543.2886855457816,2,Tablet
373,2019-10-06 00:00:00,76829596674521,729.1113398759862,2,Tablet
374,2019-10-25 00:00:00,17118832922962,363.9865084461319,2,Tablet
375,2019-09-17 00:00:00,49025145767044,128.01910901503976,1,Desktop
376,2019-10-15 00:00:00,72678058511508,730.9779476062931,2,Tablet
377,2019-09-17 00:00:00,7244465631613,329.8365176391842,2,Tablet
378,2019-08-19 00:00:00,68400291707473,705.8201220236674,1,Desktop
379,2019-08-06 00:00:00,99094913875672,386.9662053681163,4,Unknown
380,2019-10-17 00:00:00,54165718643254,215.56944319662352,2,Tablet
381,2019-10-26 00:00:00,57020931945155,190.89656321045686,2,Tablet
