id,datetime,visitor_id,device_type,revenue,tax
59,2019-10-22 00:00:00,62376855740939,1,552.2018822851214,0.19
60,2019-10-31 00:00:00,63263969223132,1,874.5510884156471,0.19
61,2019-10-11 00:00:00,15844317367520,3,872.7037965777533,0.19
62,2019-09-06 00:00:00,96183215176895,2,262.864330926103,0.07
63,2019-09-12 00:00:00,41359763290548,4,769.0414644511458,0.19
64,2019-10-23 00:00:00,26405162744862,1,417.4712048096645,0.19
65,2019-10-16 00:00:00,70337502894181,4,726.2980418399463,0.07
66,2019-10-21 00:00:00,41216233649883,2,738.5389668012751,0.19
67,2019-08-23 00:00:00,4876869989137,1,99.4462126634902,0.19
68,2019-11-02 00:00:00,17420819132113,2,799.5720555797154,0.19
69,2019-09-16 00:00:00,71533889310724,1,610.2565518255184,0.07
70,2019-09-21 00:00:00,69063018278676,2,759.6035794124474,0.07
71,2019-08-06 00:00:00,26405162744862,3,606.9626503876449,0.19
72,2019-09-29 00:00:00,72306775690261,1,306.8255918141198,0.07
73,2019-10-01 00:00:00,55748762270042,2,99.66408749824762,0.07
74,2019-08-19 00:00:00,55129633864856,4,961.3012778346547,0.19
75,2019-08-27 00:00:00,71555221033864,3,525.104487596254,0.19
76,2019-10-30 00:00:00,5371803120594,3,90.07026478668867,0.19
77,2019-10-08 00:00:00,89169928347381,4,533.9529839312764,0.07
78,2019-09-09 00:00:00,98338420914387,2,432.5505196323902,0.07
79,2019-10-22 00:00:00,62306243600469,2,177.2828953973299,0.07
80,2019-10-26 00:00:00,20627283282981,4,56.76663307197772,0.07
81,2019-08-07 00:00:00,52720509537266,3,724.1033461263117,0.07
82,2019-10-08 00:00:00,18631966576892,1,177.06227689482856,0.07
83,2019-08-11 00:00:00,83816064792318,4,427.96833610147263,0.07
84,2019-09-25 00:00:00,51299022059247,4,319.5756714137218,0.07
85,2019-09-23 00:00:00,90406081566701,1,426.79198119844597,0.07
86,2019-10-18 00:00:00,65998840166045,2,925.7622628416251,0.07
87,2019-10-04 00:00:00,64865075758500,3,323.80377745888944,0.19
88,2019-09-08 00:00:00,71971062719432,3,230.16753574597718,0.19
89,2019-09-16 00:00:00,47093250236633,4,193.2892292556168,0.07
90,2019-09-12 00:00:00,80898667393819,3,742.5210860391591,0.07
91,2019-09-03 00:00:00,22505388009858,1,9.8298020316967,0.07
92,2019-10-04 00:00:00,38716489905123,1,26.407977736286675,0.07
93,2019-10-18 00:00:00,53802011890484,1,325.48074843536864,0.07
94,2019-09-30 00:00:00,21908695782659,2,527.8048959652774,0.19
95,2019-10-08 00:00:00,90056560307925,4,847.4811047493898,0.19
96,2019-08-14 00:00:00,53508804122862,4,774.8024971201877,0.19
97,2019-10-03 00:00:00,16049318864052,2,395.70417178683266,0.19
98,2019-09-11 00:00:00,57304043501325,2,881.1127121700508,0.19
99,2019-10-18 00:00:00,48585243503879,1,201.0222284915636,0.19
100,2019-08-15 00:00:00,91535585891862,2,167.90394983444034,0.19
101,2019-10-01 00:00:00,9281408126544,1,440.3861057627318,0.07
102,2019-10-23 00:00:00,66936803455365,4,476.5909413116535,0.19
103,2019-09-13 00:00:00,3620244770672,2,360.1141193045653,0.07
104,2019-09-06 00:00:00,24415201533027,4,737.5580395074995,0.07
105,2019-08-10 00:00:00,16017849869680,1,378.71758269877853,0.07
106,2019-09-11 00:00:00,16788677621254,4,227.2856742072834,0.19
107,2019-08-28 00:00:00,97387717610795,4,757.7666189788608,0.19
108,2019-08-19 00:00:00,80913862475882,1,740.2010371177074,0.07
109,2019-10-10 00:00:00,4018486171538,1,550.3668678663151,0.19
110,2019-08-07 00:00:00,33554454888315,4,774.7506304189563,0.07
111,2019-09-10 00:00:00,92135875173920,4,148.29306161889357,0.07
112,2019-09-02 00:00:00,14434468476221,3,733.5918685604956,0.19
113,2019-08-06 00:00:00,73892145464552,3,906.58166054378,0.19
114,2019-11-02 00:00:00,26065535427631,3,747.3738769732065,0.19
115,2019-10-03 00:00:00,20104247976544,2,67.30597345254496,0.07
116,2019-09-30 00:00:00,11071240449757,1,83.90026448318643,0.19
117,2019-10-26 00:00:00,34402063431352,3,211.8763914077403,0.07
118,2019-10-22 00:00:00,87979838607055,3,203.7201970478244,0.19
119,2019-08-30 00:00:00,24371325021137,1,952.4009263159147,0.19
120,2019-09-09 00:00:00,94923739193007,3,547.4992028280725,0.19
121,2019-10-20 00:00:00,2144985475998,3,127.1177327235925,0.19
122,2019-10-15 00:00:00,32230429966306,4,44.351728023728676,0.19
123,2019-08-26 00:00:00,70302616411659,1,995.1929887427933,0.19
124,2019-08-19 00:00:00,33473130421512,1,77.67858094790392,0.07
125,2019-08-24 00:00:00,30242889444581,3,434.70927409719,0.19
126,2019-09-24 00:00:00,62547685303839,4,457.49856662500036,0.07
127,2019-08-24 00:00:00,29739454337412,2,573.5295821895461,0.07
128,2019-09-14 00:00:00,58342887421824,2,400.66559759531526,0.07
129,2019-08-22 00:00:00,57711266526931,4,874.0682176334367,0.07
130,2019-08-28 00:00:00,58711966291507,3,696.3694044106936,0.07
131,2019-09-17 00:00:00,98020091458039,4,220.85853951311898,0.19
132,2019-08-15 00:00:00,2404178036246,3,698.0733867910803,0.19
133,2019-09-01 00:00:00,63200906034394,3,970.9482363034558,0.19
134,2019-09-26 00:00:00,76263612485018,2,951.6492138333948,0.19
135,2019-09-11 00:00:00,79057738218250,2,30.46768366764185,0.07
136,2019-10-15 00:00:00,74811486670216,4,427.4870604309211,0.19
137,2019-10-25 00:00:00,39968721847105,4,230.8210247178509,0.07
138,2019-08-13 00:00:00,57768575774419,4,1.1200218744393808,0.07
139,2019-09-10 00:00:00,46626363688036,4,47.533756469508745,0.07
140,2019-08-15 00:00:00,26379414989804,1,154.59792997616628,0.19
141,2019-09-13 00:00:00,86373249798687,2,920.4733476761406,0.07
142,2019-09-28 00:00:00,73041876226907,4,370.78107995385886,0.19
143,2019-10-19 00:00:00,82937968309427,3,504.32914524993186,0.07
144,2019-10-20 00:00:00,31874138200182,4,628.659636979511,0.07
145,2019-08-22 00:00:00,8746901373044,2,22.114241856086906,0.19
146,2019-09-09 00:00:00,32766694536511,3,277.1474468435704,0.07
147,2019-08-11 00:00:00,53380026029283,3,282.8701838030323,0.19
148,2019-08-17 00:00:00,64694086206474,4,337.50549405051436,0.07
149,2019-09-17 00:00:00,78033327432238,1,364.2738158552279,0.07
150,2019-08-07 00:00:00,61596726268355,4,621.8127842921425,0.07
151,2019-09-22 00:00:00,696471322797,2,251.89656591696598,0.07
152,2019-10-18 00:00:00,17074544653216,1,818.1719982498463,0.07
153,2019-10-26 00:00:00,46867499719996,1,845.7824629373506,0.19
154,2019-10-27 00:00:00,72515262185313,2,603.1222577620422,0.19
155,2019-08-06 00:00:00,29338400618673,1,219.0874313630933,0.19
156,2019-11-01 00:00:00,58384091037630,4,831.6084872866,0.07
157,2019-10-22 00:00:00,75044192427365,3,200.82844758259841,0.07
158,2019-10-19 00:00:00,82022647357682,4,883.3974025701536,0.07
159,2019-08-11 00:00:00,72714931690865,1,874.2982203791586,0.19
160,2019-10-24 00:00:00,99094913875672,1,328.5751311036331,0.19
161,2019-10-11 00:00:00,48838228682393,3,661.3520660904561,0.19
162,2019-10-21 00:00:00,12832092260284,1,88.11955971393304,0.19
163,2019-09-20 00:00:00,28393368948826,2,170.90166365750758,0.19
164,2019-08-30 00:00:00,45281151514884,4,509.8858831826274,0.19
165,2019-08-06 00:00:00,18806762222218,4,692.4546861172231,0.19
166,2019-11-03 00:00:00,48133977535357,1,739.1754726968761,0.07
167,2019-09-14 00:00:00,86291335955461,1,534.0241521607774,0.07
168,2019-10-03 00:00:00,10441179245759,4,677.6451555657146,0.07
169,2019-09-07 00:00:00,86202254902906,2,161.05321073078727,0.07
170,2019-09-13 00:00:00,6397692115309,2,686.9730424748501,0.07
171,2019-10-09 00:00:00,49451679619828,4,914.7820070562607,0.19
172,2019-11-03 00:00:00,85329349401224,2,36.921665769597546,0.19
173,2019-11-03 00:00:00,11478239028512,4,998.2633212117977,0.19
174,2019-09-10 00:00:00,79540047544052,4,388.1812226323087,0.19
175,2019-10-24 00:00:00,25249238738718,3,308.4458044647446,0.19
176,2019-09-28 00:00:00,92028604144104,1,115.35813456649623,0.19
177,2019-10-08 00:00:00,38469549974220,2,207.94012094692792,0.07
178,2019-09-20 00:00:00,31147233899056,2,33.086263079645015,0.19
179,2019-10-13 00:00:00,72166646925123,1,390.714457111106,0.19
180,2019-10-29 00:00:00,20822310027153,4,377.7011979204568,0.07
181,2019-08-29 00:00:00,17015371063415,4,804.4848941751395,0.07
182,2019-09-28 00:00:00,84610345702327,3,197.86420714549143,0.07
183,2019-09-05 00:00:00,98414938682825,4,200.07097490708787,0.07
184,2019-10-23 00:00:00,63166487186959,2,669.5705330209267,0.19
185,2019-08-28 00:00:00,78621644312950,3,28.518443669685478,0.19
186,2019-10-25 00:00:00,2521639348317,4,843.2566936791641,0.07
187,2019-10-02 00:00:00,37199673053588,1,570.7994216538713,0.19
188,2019-08-26 00:00:00,77897436341417,1,625.0987066257139,0.07
189,2019-08-24 00:00:00,82720402786607,3,244.56126513187667,0.07
190,2019-10-08 00:00:00,61217730502305,1,571.5308680855829,0.07
191,2019-10-13 00:00:00,15349552823277,3,934.6202029379199,0.19
192,2019-10-29 00:00:00,83156790900938,2,350.9514034000469,0.07
193,2019-10-16 00:00:00,81429640855024,3,614.5823831418946,0.19
194,2019-09-01 00:00:00,26726126683197,1,709.0786447808396,0.07
195,2019-08-21 00:00:00,67272237547020,1,834.2659905291472,0.19
196,2019-08-27 00:00:00,57272798494141,3,770.9188931683283,0.07
197,2019-09-07 00:00:00,37634138685633,2,336.539165650186,0.19
198,2019-08-22 00:00:00,65668315736227,2,755.3660906009377,0.07
199,2019-08-09 00:00:00,77625437166605,1,950.2198637804228,0.19
200,2019-10-28 00:00:00,37532206428843,3,423.39177317248345,0.19
201,2019-09-15 00:00:00,17556095599792,4,547.9087201557835,0.07
202,2019-09-14 00:00:00,32601703238920,4,843.7554314839421,0.19
203,2019-08-12 00:00:00,8211386250130,3,394.102158036784,0.07
204,2019-10-23 00:00:00,18382673212693,1,775.7514295822654,0.19
205,2019-09-01 00:00:00,22399115224220,1,917.6137894330514,0.07
206,2019-10-05 00:00:00,38712799665538,4,716.3407267987938,0.07
207,2019-10-26 00:00:00,93507204971755,3,447.5677469366437,0.19
208,2019-10-21 00:00:00,7382127522277,1,717.5862322447763,0.07
209,2019-09-20 00:00:00,10698522990654,4,215.81655225931573,0.07
210,2019-08-11 00:00:00,68338791853544,4,562.6301024388637,0.07
211,2019-08-08 00:00:00,90315681642134,1,462.5230715407533,0.19
212,2019-09-20 00:00:00,55768570081962,3,520.378812182469,0.19
213,2019-09-28 00:00:00,2507880091335,4,158.27987303074454,0.07
214,2019-09-19 00:00:00,35353957232995,4,712.9189674364819,0.07
215,2019-10-01 00:00:00,93685526993860,4,15.108157806666524,0.07
216,2019-10-09 00:00:00,40278915353239,4,768.2180835917447,0.07
217,2019-08-16 00:00:00,87409142901766,2,845.2931665184642,0.07
218,2019-09-13 00:00:00,37532206428843,4,441.29365214802186,0.19
219,2019-09-03 00:00:00,2086917030708,1,879.1581484491965,0.07
220,2019-10-29 00:00:00,64847350491582,4,957.2442351014216,0.19
221,2019-10-22 00:00:00,12112217177864,4,233.5372411903136,0.19
222,2019-10-03 00:00:00,15879709360611,1,839.1826000560934,0.19
223,2019-10-17 00:00:00,1988258251896,2,220.5427627769162,0.07
224,2019-10-05 00:00:00,49586564372940,3,637.1224453465188,0.07
225,2019-09-08 00:00:00,50858910942896,3,7.518344555604407,0.19
226,2019-09-07 00:00:00,59210507405112,3,103.3467518301242,0.19
227,2019-08-29 00:00:00,84614719586455,1,204.3112124049078,0.07
228,2019-10-06 00:00:00,19687282188823,2,973.4311640887737,0.19
229,2019-10-23 00:00:00,53067635695797,2,582.0431196032392,0.19
230,2019-09-12 00:00:00,19687282188823,3,470.3470494838613,0.19
231,2019-08-07 00:00:00,4058704125570,1,184.7181526174291,0.19
232,2019-10-30 00:00:00,95197492184610,4,430.436489089549,0.07
233,2019-09-22 00:00:00,76304454656332,3,236.5682856980513,0.19
234,2019-08-28 00:00:00,38255290592927,2,567.560571589132,0.07
235,2019-10-11 00:00:00,10827646079247,1,983.6691086348948,0.07
236,2019-09-22 00:00:00,90765096333427,4,522.6567476285796,0.07
237,2019-10-05 00:00:00,13338811947619,1,923.8597752168644,0.07
238,2019-08-17 00:00:00,31381868671164,4,680.5445447740944,0.07
239,2019-10-03 00:00:00,36167575509560,3,487.28242001933273,0.07
240,2019-09-14 00:00:00,27567058713509,4,441.45111111149635,0.19
241,2019-08-29 00:00:00,66936803455365,3,870.1812795713859,0.07
242,2019-10-15 00:00:00,98198722289603,3,681.8768275023998,0.19
243,2019-10-01 00:00:00,58289270550674,4,532.8749211374022,0.07
244,2019-08-20 00:00:00,14497740870073,4,233.86302492724533,0.19
245,2019-08-31 00:00:00,17712536102649,4,554.4317321553109,0.19
246,2019-08-26 00:00:00,95237120994766,2,787.0544562859716,0.19
247,2019-09-23 00:00:00,21443715510070,2,703.0152562976642,0.19
248,2019-09-06 00:00:00,65457803850577,2,891.6426532360164,0.07
249,2019-08-19 00:00:00,8119136818471,2,641.7462684270332,0.07
250,2019-09-29 00:00:00,50853147901423,2,292.69222796167685,0.07
251,2019-10-10 00:00:00,91931974797392,3,605.0853497675947,0.19
252,2019-10-02 00:00:00,83577995191748,3,549.9551188599022,0.19
253,2019-10-04 00:00:00,13211367900270,3,887.0438829101384,0.07
254,2019-08-21 00:00:00,40692451581985,1,427.37035730854456,0.19
255,2019-10-22 00:00:00,27930497600262,2,426.7467469279518,0.19
256,2019-09-20 00:00:00,99126830143165,3,302.69866788792467,0.19
257,2019-10-01 00:00:00,80065136783836,1,767.6256180036801,0.07
258,2019-10-03 00:00:00,52376183538822,1,465.0219820456587,0.19
259,2019-10-20 00:00:00,2666045211699,2,58.96817479301453,0.07
260,2019-09-15 00:00:00,35601601087149,3,550.2175265295233,0.07
261,2019-10-08 00:00:00,25662618227295,3,352.08998565502066,0.19
262,2019-08-30 00:00:00,59506003137877,1,694.2853631852031,0.07
263,2019-08-26 00:00:00,35174727331619,2,829.1924006256908,0.07
264,2019-09-07 00:00:00,2339074478104,1,773.7386370936008,0.19
265,2019-09-26 00:00:00,14262500170292,4,812.0620586289549,0.19
266,2019-08-29 00:00:00,60844228528810,4,831.0246421949646,0.19
267,2019-09-03 00:00:00,55799729262919,3,128.03430193777876,0.07
268,2019-10-10 00:00:00,46735096856415,4,53.609135080549756,0.19
269,2019-10-03 00:00:00,95078718581654,4,173.6045955270029,0.07
270,2019-08-10 00:00:00,71609081202171,4,976.7887887822993,0.19
271,2019-08-31 00:00:00,44944277658386,1,694.2923393856505,0.07
272,2019-10-18 00:00:00,2404178036246,1,200.39720225483157,0.07
273,2019-08-18 00:00:00,96667340588795,1,589.6532429722843,0.07
274,2019-09-13 00:00:00,88367278839508,1,161.01455109411887,0.07
275,2019-08-19 00:00:00,10674636295267,3,825.866555186765,0.07
276,2019-10-02 00:00:00,60723483660888,1,528.8177496704465,0.19
277,2019-10-17 00:00:00,20036311839020,3,204.2612637322936,0.19
278,2019-11-01 00:00:00,54025513931879,1,455.57982062506994,0.19
279,2019-09-17 00:00:00,56506946116975,2,584.5699212901529,0.19
280,2019-11-02 00:00:00,97918556949769,1,139.49639975253615,0.07
281,2019-08-16 00:00:00,46073391748758,2,692.5378306398508,0.07
282,2019-10-21 00:00:00,13288310009225,2,569.5146054938855,0.07
283,2019-09-22 00:00:00,11346661602529,1,50.53628270445609,0.19
284,2019-09-01 00:00:00,8181768934502,2,71.1578235456758,0.19
285,2019-10-21 00:00:00,73293765302634,3,629.3451592121863,0.19
286,2019-08-07 00:00:00,29456898890357,4,343.7144235614772,0.07
287,2019-10-28 00:00:00,13254512462375,2,469.65908759980385,0.19
288,2019-09-26 00:00:00,53037315548969,2,18.603703556951288,0.19
289,2019-09-08 00:00:00,35868083522548,1,620.3180606399145,0.07
290,2019-09-03 00:00:00,54686232484756,4,976.0934078014633,0.07
291,2019-09-09 00:00:00,5229891965018,2,848.1206677688283,0.19
292,2019-08-15 00:00:00,21581068597227,3,810.2285870710423,0.19
293,2019-08-28 00:00:00,84725499961911,3,654.0698783285246,0.07
294,2019-10-10 00:00:00,25793115747188,2,458.2402195226783,0.19
295,2019-10-12 00:00:00,12770198341288,4,262.51998518173093,0.19
296,2019-08-27 00:00:00,62460955269333,1,537.5684176266911,0.19
297,2019-10-15 00:00:00,66493906025687,4,713.4751709941794,0.07
298,2019-10-19 00:00:00,35254955759386,2,817.4129407779942,0.07
299,2019-09-18 00:00:00,59238814497747,2,907.4684312090544,0.07
300,2019-10-05 00:00:00,6650846820916,4,548.395916684952,0.19
301,2019-08-21 00:00:00,45546484045065,1,526.9481026351758,0.07
302,2019-09-21 00:00:00,81673733125078,2,176.7432879112194,0.07
303,2019-08-07 00:00:00,811945222094,3,490.4754029567498,0.19
304,2019-08-26 00:00:00,62055983495027,2,520.1512449898537,0.07
305,2019-08-31 00:00:00,66981520617716,3,241.61249060522462,0.19
306,2019-08-16 00:00:00,28393368948826,4,975.429265254044,0.19
307,2019-10-07 00:00:00,18959853076729,3,872.0166240199643,0.19
308,2019-10-06 00:00:00,98387289449951,3,440.74254890389005,0.19
309,2019-08-26 00:00:00,76110568798871,3,530.3297710296301,0.19
310,2019-09-18 00:00:00,22879843507858,1,584.6276155282178,0.07
311,2019-08-24 00:00:00,38059726764377,4,362.02253777399466,0.07
312,2019-08-06 00:00:00,95544654123292,3,472.36123406825936,0.07
313,2019-08-16 00:00:00,96883769273574,2,259.7242289117666,0.07
314,2019-09-25 00:00:00,62556923106807,4,620.4736480815898,0.19
315,2019-09-11 00:00:00,97050951631857,2,802.1208807043649,0.07
316,2019-09-22 00:00:00,28791890098995,1,23.557190251778717,0.07
317,2019-10-04 00:00:00,42470263856138,4,992.6858482897353,0.07
318,2019-09-25 00:00:00,10491952450672,3,886.6302081398613,0.19
319,2019-08-19 00:00:00,92862483328878,2,396.0495436992604,0.07
320,2019-08-17 00:00:00,89383413204380,2,917.4838604299733,0.19
321,2019-08-26 00:00:00,65004257238368,2,394.88848714652624,0.19
322,2019-10-17 00:00:00,75118531672639,1,438.2457694484369,0.19
323,2019-10-18 00:00:00,42616538380651,3,440.93856979455865,0.19
324,2019-10-17 00:00:00,37252412149199,2,148.65763092010462,0.19
325,2019-10-12 00:00:00,62146801940663,2,144.35474188206277,0.07
326,2019-10-03 00:00:00,17758634549650,2,593.7532728571158,0.19
327,2019-09-08 00:00:00,56513401642207,4,79.95636052540091,0.07
328,2019-10-27 00:00:00,41359763290548,4,893.2979479244805,0.07
329,2019-10-17 00:00:00,65438226566028,2,751.154444307288,0.07
330,2019-10-23 00:00:00,72048741030221,1,343.3934391412436,0.19
331,2019-09-16 00:00:00,63379528476523,4,850.3623810132681,0.19
332,2019-09-02 00:00:00,82495538111240,2,904.3162218549083,0.07
333,2019-09-01 00:00:00,70208224506060,1,640.2077885336962,0.19
334,2019-09-25 00:00:00,97484631123613,4,338.1702802075584,0.19
335,2019-10-02 00:00:00,19781994955287,2,532.7309567310144,0.07
336,2019-09-05 00:00:00,21426907304644,4,601.0656615575704,0.07
337,2019-09-04 00:00:00,9506441220753,1,57.585609218959945,0.19
338,2019-10-22 00:00:00,36233404283876,1,953.9918683932652,0.19
339,2019-08-22 00:00:00,16644459031305,1,182.60679109101875,0.19
340,2019-09-21 00:00:00,9717736031844,4,675.080207059554,0.07
341,2019-10-16 00:00:00,48518617231976,1,626.2839236066297,0.19
342,2019-10-19 00:00:00,27394093850491,1,549.5404065791895,0.19
343,2019-08-20 00:00:00,71523398635143,4,444.7109518298935,0.19
344,2019-10-19 00:00:00,33554454888315,4,330.28512727982485,0.19
345,2019-09-04 00:00:00,65004257238368,2,507.90992298752576,0.19
346,2019-10-28 00:00:00,34095578469395,2,460.2994073224252,0.07
347,2019-10-22 00:00:00,3834222619038,2,116.4851534928815,0.19
348,2019-08-18 00:00:00,68488525727247,1,811.0444073882402,0.19
349,2019-08-20 00:00:00,58040322695919,2,465.2486108931752,0.07
350,2019-08-14 00:00:00,63759226206117,3,840.0349138477008,0.19
351,2019-09-27 00:00:00,75384348881430,4,210.05103267531842,0.07
352,2019-09-20 00:00:00,91597615095488,2,564.8378465150217,0.19
353,2019-08-19 00:00:00,76956575269751,3,141.5301248841766,0.19
354,2019-08-06 00:00:00,77119251441412,4,312.5078644872491,0.07
355,2019-10-16 00:00:00,2144985475998,1,650.1118804900401,0.07
356,2019-08-11 00:00:00,47283822084497,1,585.6067802688889,0.19
357,2019-09-07 00:00:00,57370495041967,2,894.1249557532669,0.19
358,2019-08-23 00:00:00,6386380465407,3,199.0481839391784,0.19
359,2019-08-29 00:00:00,70540833279484,3,271.73917393974847,0.07
360,2019-09-04 00:00:00,29937006135175,1,366.8384234550914,0.19
361,2019-10-10 00:00:00,98020091458039,3,41.25887739490853,0.07
362,2019-09-07 00:00:00,41942363678570,4,745.3911030027971,0.07
363,2019-09-14 00:00:00,56705892581513,3,364.517281351957,0.07
364,2019-10-06 00:00:00,72252710728166,1,689.3512796749375,0.07
365,2019-10-25 00:00:00,22749068977717,3,764.8568384053173,0.07
366,2019-10-14 00:00:00,94057593648094,4,809.8329475575121,0.19
367,2019-09-03 00:00:00,31715192293634,4,980.2092996492372,0.07
368,2019-08-30 00:00:00,11144732554646,2,600.1823625552107,0.07
369,2019-08-06 00:00:00,55739889810136,2,239.95093245887088,0.19
370,2019-09-26 00:00:00,39895860787460,4,580.3126811868262,0.19
371,2019-09-16 00:00:00,48400124929630,4,663.4081417964634,0.07
372,2019-08-26 00:00:00,51103039763707,2,543.2886855457816,0.07
373,2019-10-06 00:00:00,76829596674521,2,806.5811023024405,0.19
374,2019-10-25 00:00:00,17118832922962,2,363.9865084461319,0.19
375,2019-09-17 00:00:00,49025145767044,1,128.01910901503976,0.07
376,2019-10-15 00:00:00,72678058511508,2,730.9779476062931,0.07
377,2019-09-17 00:00:00,7244465631613,2,329.8365176391842,0.07
378,2019-08-19 00:00:00,68400291707473,1,705.8201220236674,0.19
379,2019-08-06 00:00:00,99094913875672,4,386.9662053681163,0.07
380,2019-10-17 00:00:00,54165718643254,2,215.56944319662352,0.19
381,2019-10-26 00:00:00,57020931945155,2,211.17976358209842,0.07
382,2019-09-17 00:00:00,74213960354355,3,241.619922473914,0.19
383,2019-10-17 00:00:00,31381868671164,1,720.8826070834508,0.19
384,2019-08-30 00:00:00,56506946116975,1,126.57827785326536,0.19
385,2019-09-14 00:00:00,73774552595496,2,682.4854286338515,0.19
386,2019-08-31 00:00:00,87554666036875,4,674.6617141339136,0.07
387,2019-10-26 00:00:00,7286817259293,1,192.42008765059668,0.19
388,2019-11-03 00:00:00,32230429966306,1,576.6632057683632,0.07
389,2019-08-15 00:00:00,67532844698107,3,894.3237074265555,0.19
390,2019-08-08 00:00:00,50606894824195,2,74.87298623474992,0.19
391,2019-09-03 00:00:00,80530189808403,1,339.41173255176267,0.07
392,2019-11-01 00:00:00,79330627814041,4,833.1002265109937,0.07
393,2019-09-22 00:00:00,9717736031844,2,268.40654635948886,0.19
394,2019-08-13 00:00:00,66463378838003,3,659.6345349346877,0.19
395,2019-09-11 00:00:00,26065535427631,3,287.6152556563981,0.19
396,2019-10-17 00:00:00,81234585034675,3,250.2718164902286,0.19
397,2019-08-11 00:00:00,2644138052568,4,695.6204472584236,0.19
398,2019-08-25 00:00:00,2748942206400,4,929.0030445536296,0.07
399,2019-08-20 00:00:00,16349588535938,1,753.6808682985122,0.19
